
        6699 atoms 
           2 atom types 
  -60.0000000       60.000000     xlo xhi 
  -60.0000000       60.000000     ylo yhi 
  -60.0000000       60.000000     zlo zhi 
 Atoms 

	1	1	0.000000000	0.000000000	0.000000000
	2	2	0.000000000	2.785325798	0.746325798
	3	1	2.039000000	1.019500000	1.765825798
	4	1	2.039000000	1.765825798	-1.019500000
	5	1	-8.157000000	-22.084495017	-17.859467429
	6	2	-6.117000000	-23.850320815	-16.839967429
	7	2	-4.078000000	-22.084495017	-17.859467429
	8	2	-2.039000000	-23.850320815	-16.839967429
	9	2	0.000000000	-22.084495017	-17.859467429
	10	1	2.039000000	-23.850320815	-16.839967429
	11	1	4.078000000	-22.084495017	-17.859467429
	12	1	6.117000000	-23.850320815	-16.839967429
	13	1	8.157000000	-22.084495017	-17.859467429
	14	1	-12.235000000	-18.551977395	-19.898967429
	15	1	-10.196000000	-20.318669219	-18.878967429
	16	1	-8.157000000	-18.551977395	-19.898967429
	17	1	-6.117000000	-20.318669219	-18.878967429
	18	2	-6.117000000	-19.571477395	-21.664793227
	19	1	-4.078000000	-21.338169219	-20.644793227
	20	1	-4.078000000	-18.551977395	-19.898967429
	21	2	-2.039000000	-20.318669219	-18.878967429
	22	2	-2.039000000	-19.571477395	-21.664793227
	23	2	0.000000000	-21.338169219	-20.644793227
	24	2	0.000000000	-18.551977395	-19.898967429
	25	1	2.039000000	-20.318669219	-18.878967429
	26	1	2.039000000	-19.571477395	-21.664793227
	27	2	4.078000000	-21.338169219	-20.644793227
	28	2	4.078000000	-18.551977395	-19.898967429
	29	1	6.117000000	-20.318669219	-18.878967429
	30	1	6.117000000	-19.571477395	-21.664793227
	31	2	8.157000000	-18.551977395	-19.898967429
	32	1	10.196000000	-20.318669219	-18.878967429
	33	2	12.235000000	-18.551977395	-19.898967429
	34	2	-12.235000000	-15.020325798	-21.937967429
	35	2	-10.196000000	-16.786151597	-20.918467429
	36	2	-8.157000000	-17.805651597	-22.684293227
	37	1	-8.157000000	-15.020325798	-21.937967429
	38	2	-6.117000000	-16.786151597	-20.918467429
	39	1	-6.117000000	-16.039825798	-23.703793227
	40	1	-4.078000000	-17.805651597	-22.684293227
	41	1	-4.078000000	-15.020325798	-21.937967429
	42	2	-2.039000000	-16.786151597	-20.918467429
	43	2	-2.039000000	-16.039825798	-23.703793227
	44	1	0.000000000	-17.805651597	-22.684293227
	45	2	0.000000000	-15.020325798	-21.937967429
	46	2	2.039000000	-16.786151597	-20.918467429
	47	1	2.039000000	-16.039825798	-23.703793227
	48	2	4.078000000	-17.805651597	-22.684293227
	49	2	4.078000000	-15.020325798	-21.937967429
	50	2	6.117000000	-16.786151597	-20.918467429
	51	2	6.117000000	-16.039825798	-23.703793227
	52	1	8.157000000	-17.805651597	-22.684293227
	53	1	8.157000000	-15.020325798	-21.937967429
	54	1	10.196000000	-16.786151597	-20.918467429
	55	2	12.235000000	-15.020325798	-21.937967429
	56	1	-12.235000000	-11.488674202	-23.976967429
	57	1	-10.196000000	-13.254500000	-22.957467429
	58	2	-8.157000000	-14.274000000	-24.723293227
	59	2	-8.157000000	-11.488674202	-23.976967429
	60	1	-6.117000000	-13.254500000	-22.957467429
	61	1	-6.117000000	-12.508174202	-25.742793227
	62	1	-4.078000000	-14.274000000	-24.723293227
	63	1	-4.078000000	-11.488674202	-23.976967429
	64	1	-2.039000000	-13.254500000	-22.957467429
	65	2	-2.039000000	-12.508174202	-25.742793227
	66	2	0.000000000	-14.274000000	-24.723293227
	67	2	0.000000000	-11.488674202	-23.976967429
	68	2	2.039000000	-13.254500000	-22.957467429
	69	1	2.039000000	-12.508174202	-25.742793227
	70	2	4.078000000	-14.274000000	-24.723293227
	71	1	4.078000000	-11.488674202	-23.976967429
	72	2	6.117000000	-13.254500000	-22.957467429
	73	1	6.117000000	-12.508174202	-25.742793227
	74	2	8.157000000	-14.274000000	-24.723293227
	75	2	8.157000000	-11.488674202	-23.976967429
	76	2	10.196000000	-13.254500000	-22.957467429
	77	2	12.235000000	-11.488674202	-23.976967429
	78	1	-12.235000000	-7.957022605	-26.015967429
	79	2	-10.196000000	-9.722848403	-24.996467429
	80	2	-8.157000000	-10.742348403	-26.762293227
	81	2	-8.157000000	-7.957022605	-26.015967429
	82	1	-6.117000000	-9.722848403	-24.996467429
	83	2	-6.117000000	-8.976522605	-27.781793227
	84	1	-4.078000000	-10.742348403	-26.762293227
	85	2	-4.078000000	-7.957022605	-26.015967429
	86	1	-2.039000000	-9.722848403	-24.996467429
	87	2	-2.039000000	-8.976522605	-27.781793227
	88	1	0.000000000	-10.742348403	-26.762293227
	89	2	0.000000000	-7.957022605	-26.015967429
	90	1	2.039000000	-9.722848403	-24.996467429
	91	2	2.039000000	-8.976522605	-27.781793227
	92	1	4.078000000	-10.742348403	-26.762293227
	93	2	4.078000000	-7.957022605	-26.015967429
	94	2	6.117000000	-9.722848403	-24.996467429
	95	2	6.117000000	-8.976522605	-27.781793227
	96	2	8.157000000	-10.742348403	-26.762293227
	97	2	8.157000000	-7.957022605	-26.015967429
	98	2	10.196000000	-9.722848403	-24.996467429
	99	2	12.235000000	-7.957022605	-26.015967429
	100	2	-10.196000000	-6.190330781	-27.035967429
	101	2	-8.157000000	-4.424504983	-28.055467429
	102	2	-6.117000000	-6.190330781	-27.035967429
	103	1	-4.078000000	-7.209830781	-28.801793227
	104	2	-4.078000000	-4.424504983	-28.055467429
	105	1	-2.039000000	-6.190330781	-27.035967429
	106	2	0.000000000	-7.209830781	-28.801793227
