
        6699 atoms 
           2 atom types 
  -60.0000000       60.000000     xlo xhi 
  -60.0000000       60.000000     ylo yhi 
  -60.0000000       60.000000     zlo zhi 
 Atoms 

	1	1	0.000000000	0.000000000	0.000000000
	2	1	0.000000000	2.362091643	-1.653954374
	3	1	2.039000000	2.008023008	0.354068634
	4	1	2.039000000	0.354068634	-2.008023008
	5	1	-8.157000000	-27.876785544	5.437860308
	6	1	-6.117000000	-28.230854178	7.445883316
	7	1	-4.078000000	-27.876785544	5.437860308
	8	1	-2.039000000	-28.230854178	7.445883316
	9	1	0.000000000	-27.876785544	5.437860308
	10	1	2.039000000	-28.230854178	7.445883316
	11	1	4.078000000	-27.876785544	5.437860308
	12	1	6.117000000	-28.230854178	7.445883316
	13	1	8.157000000	-27.876785544	5.437860308
	14	1	-12.235000000	-27.168474627	1.420829483
	15	1	-10.196000000	-27.522716910	3.429837300
	16	1	-8.157000000	-27.168474627	1.420829483
	17	1	-6.117000000	-27.522716910	3.429837300
	18	1	-6.117000000	-29.176497636	1.066760849
	19	1	-4.078000000	-29.530739918	3.075768665
	20	1	-4.078000000	-27.168474627	1.420829483
	21	1	-2.039000000	-27.522716910	3.429837300
	22	1	-2.039000000	-29.176497636	1.066760849
	23	1	0.000000000	-29.530739918	3.075768665
	24	1	0.000000000	-27.168474627	1.420829483
	25	1	2.039000000	-27.522716910	3.429837300
	26	1	2.039000000	-29.176497636	1.066760849
	27	1	4.078000000	-29.530739918	3.075768665
	28	1	4.078000000	-27.168474627	1.420829483
	29	1	6.117000000	-27.522716910	3.429837300
	30	1	6.117000000	-29.176497636	1.066760849
	31	1	8.157000000	-27.168474627	1.420829483
	32	1	10.196000000	-27.522716910	3.429837300
	33	1	12.235000000	-27.168474627	1.420829483
	34	1	-12.235000000	-26.460337359	-2.595216533
	35	1	-10.196000000	-26.814405993	-0.587193525
	36	1	-8.157000000	-28.822429002	-0.941262159
	37	1	-8.157000000	-26.460337359	-2.595216533
	38	1	-6.117000000	-26.814405993	-0.587193525
	39	1	-6.117000000	-28.468360367	-2.949285168
	40	1	-4.078000000	-28.822429002	-0.941262159
	41	1	-4.078000000	-26.460337359	-2.595216533
	42	1	-2.039000000	-26.814405993	-0.587193525
	43	1	-2.039000000	-28.468360367	-2.949285168
	44	1	0.000000000	-28.822429002	-0.941262159
	45	1	0.000000000	-26.460337359	-2.595216533
	46	1	2.039000000	-26.814405993	-0.587193525
	47	1	2.039000000	-28.468360367	-2.949285168
	48	1	4.078000000	-28.822429002	-0.941262159
	49	1	4.078000000	-26.460337359	-2.595216533
	50	1	6.117000000	-26.814405993	-0.587193525
	51	1	6.117000000	-28.468360367	-2.949285168
	52	1	8.157000000	-28.822429002	-0.941262159
	53	1	8.157000000	-26.460337359	-2.595216533
	54	1	10.196000000	-26.814405993	-0.587193525
	55	1	12.235000000	-26.460337359	-2.595216533
	56	1	-12.235000000	-25.752200090	-6.611262550
	57	1	-10.196000000	-26.106268725	-4.603239542
	58	1	-8.157000000	-28.114291733	-4.957308176
	59	1	-8.157000000	-25.752200090	-6.611262550
	60	1	-6.117000000	-26.106268725	-4.603239542
	61	1	-6.117000000	-27.760223099	-6.965331184
	62	1	-4.078000000	-28.114291733	-4.957308176
	63	1	-4.078000000	-25.752200090	-6.611262550
	64	1	-2.039000000	-26.106268725	-4.603239542
	65	1	-2.039000000	-27.760223099	-6.965331184
	66	1	0.000000000	-28.114291733	-4.957308176
	67	1	0.000000000	-25.752200090	-6.611262550
	68	1	2.039000000	-26.106268725	-4.603239542
	69	1	2.039000000	-27.760223099	-6.965331184
	70	1	4.078000000	-28.114291733	-4.957308176
	71	1	4.078000000	-25.752200090	-6.611262550
	72	1	6.117000000	-26.106268725	-4.603239542
	73	1	6.117000000	-27.760223099	-6.965331184
	74	1	8.157000000	-28.114291733	-4.957308176
	75	1	8.157000000	-25.752200090	-6.611262550
	76	1	10.196000000	-26.106268725	-4.603239542
	77	1	12.235000000	-25.752200090	-6.611262550
	78	1	-12.235000000	-25.044062822	-10.627308567
	79	1	-10.196000000	-25.398131456	-8.619285559
	80	1	-8.157000000	-27.406154464	-8.973354193
	81	1	-8.157000000	-25.044062822	-10.627308567
	82	1	-6.117000000	-25.398131456	-8.619285559
	83	1	-6.117000000	-27.052085830	-10.981377201
	84	1	-4.078000000	-27.406154464	-8.973354193
	85	1	-4.078000000	-25.044062822	-10.627308567
	86	1	-2.039000000	-25.398131456	-8.619285559
	87	1	-2.039000000	-27.052085830	-10.981377201
	88	1	0.000000000	-27.406154464	-8.973354193
	89	1	0.000000000	-25.044062822	-10.627308567
	90	1	2.039000000	-25.398131456	-8.619285559
	91	1	2.039000000	-27.052085830	-10.981377201
	92	1	4.078000000	-27.406154464	-8.973354193
	93	1	4.078000000	-25.044062822	-10.627308567
	94	1	6.117000000	-25.398131456	-8.619285559
	95	1	6.117000000	-27.052085830	-10.981377201
	96	1	8.157000000	-27.406154464	-8.973354193
	97	1	8.157000000	-25.044062822	-10.627308567
	98	1	10.196000000	-25.398131456	-8.619285559
	99	1	12.235000000	-25.044062822	-10.627308567
	100	1	-10.196000000	-24.689820539	-12.636316383
	101	1	-8.157000000	-24.335751905	-14.644339391
	102	1	-6.117000000	-24.689820539	-12.636316383
	103	1	-4.078000000	-26.697843548	-12.990385017
	104	1	-4.078000000	-24.335751905	-14.644339391
	105	1	-2.039000000	-24.689820539	-12.636316383
	106	1	0.000000000	-26.697843548	-12.990385017
	107	1	0.000000000	-24.335751905	-14.644339391
